imagem_id,box_index,area_px,area_640_px
12.04.2022-15-35-44,4,20090,2232.2
12.04.2022-15-35-44,5,6270,696.7
12.04.2022-15-37-28,0,8568,952.0
12.04.2022-15-37-28,1,9282,1031.3
12.04.2022-15-37-28,2,2607,289.7
12.04.2022-15-37-28,3,3750,416.7
12.04.2022-15-37-28,4,840,93.3
12.04.2022-15-37-28,5,1947,216.3
12.04.2022-15-37-28,6,975,108.3
12.04.2022-15-37-28,7,1023,113.7
12.04.2022-15-40-13,0,4661,517.9
12.04.2022-15-40-13,1,2310,256.7
12.04.2022-15-40-13,2,1521,169.0
12.04.2022-15-40-13,3,2655,295.0
12.04.2022-15-40-13,4,2214,246.0
12.04.2022-15-40-13,5,714,79.3
12.04.2022-15-40-13,6,650,72.2
12.04.2022-15-40-13,7,1804,200.4
12.04.2022-15-40-13,8,1974,219.3
12.04.2022-15-49-54,0,2394,266.0
12.04.2022-15-49-54,1,6402,711.3
12.04.2022-15-49-54,2,1034,114.9
12.04.2022-15-51-21,0,5194,577.1
12.04.2022-15-51-54,0,1995,221.7
12.04.2022-15-51-54,1,840,93.3
12.04.2022-15-51-54,2,1782,198.0
12.04.2022-15-57-25,0,460,51.1
12.04.2022-15-57-25,1,361,40.1
12.04.2022-15-57-25,2,462,51.3
12.04.2022-15-57-25,3,648,72.0
12.04.2022-15-57-25,4,5074,563.8
12.04.2022-16-00-05,0,2414,268.2
12.07.2022-09-56-43,1,4680,520.0
12.07.2022-09-58-58,0,26976,2997.3
12.07.2022-09-58-58,1,20776,2308.4
12.07.2022-09-59-36,0,16261,1806.8
12.07.2022-09-59-46,0,10608,1178.7
12.07.2022-09-59-53,0,6592,732.4
12.07.2022-10-00-00,0,7210,801.1
12.07.2022-10-00-08,0,12204,1356.0
12.07.2022-10-00-16,0,19376,2152.9
12.07.2022-10-00-25,0,22660,2517.8
12.07.2022-10-00-42,0,35028,3892.0
12.07.2022-10-04-00,0,16464,1829.3
12.07.2022-10-04-00,1,5005,556.1
12.07.2022-10-04-00,2,2805,311.7
12.07.2022-10-06-35,0,17751,1972.3
12.07.2022-10-06-35,1,1971,219.0
12.07.2022-10-06-58,0,6307,700.8
12.07.2022-10-06-58,1,666,74.0
12.07.2022-10-11-30,0,806,89.6
12.07.2022-10-11-30,1,5656,628.4
12.07.2022-10-11-30,2,1575,175.0
12.07.2022-10-11-30,6,1032,114.7
12.07.2022-10-11-30,7,714,79.3
12.07.2022-10-11-30,10,1232,136.9
12.07.2022-10-11-30,11,1426,158.4
12.07.2022-10-11-30,12,1596,177.3
12.07.2022-10-11-30,13,1400,155.6
12.07.2022-10-11-30,14,1100,122.2
12.07.2022-10-11-30,15,975,108.3
12.07.2022-10-11-30,16,684,76.0
12.07.2022-10-11-30,17,910,101.1
12.07.2022-10-11-30,18,1333,148.1
12.07.2022-10-11-30,19,936,104.0
12.07.2022-10-11-30,20,990,110.0
12.07.2022-10-11-30,21,1705,189.4
12.07.2022-10-11-30,22,490,54.4
12.07.2022-10-11-30,24,680,75.6
12.07.2022-10-11-30,25,432,48.0
12.07.2022-10-11-30,28,496,55.1
12.07.2022-10-11-30,30,405,45.0
12.07.2022-10-11-30,31,640,71.1
12.07.2022-10-11-30,32,594,66.0
12.07.2022-10-11-30,34,340,37.8
12.07.2022-10-11-30,39,375,41.7
12.07.2022-10-25-03,0,21840,2426.7
12.07.2022-10-25-25,0,44688,4965.3
12.07.2022-10-35-49,0,4284,476.0
12.07.2022-10-37-53,0,3348,372.0
12.07.2022-10-37-53,1,624,69.3
12.07.2022-10-38-28,0,1600,177.8
12.07.2022-10-38-28,1,4067,451.9
12.07.2022-10-38-28,2,840,93.3
12.07.2022-10-39-34,0,8874,986.0
12.07.2022-10-39-34,2,943,104.8
12.07.2022-10-40-53,0,441,49.0
12.07.2022-10-40-53,2,7200,800.0
12.07.2022-10-40-53,3,4968,552.0
12.07.2022-10-40-53,5,840,93.3
12.07.2022-10-41-48,0,567,63.0
12.07.2022-10-41-48,1,374,41.6
12.07.2022-10-41-48,2,20925,2325.0
12.07.2022-10-41-48,3,33330,3703.3
12.07.2022-10-41-48,4,4602,511.3
12.07.2022-10-45-01,0,32548,3616.4
12.07.2022-10-45-01,1,2496,277.3
12.07.2022-10-45-01,2,1254,139.3
12.07.2022-10-45-01,3,24150,2683.3
12.07.2022-10-45-01,4,17710,1967.8
12.07.2022-10-45-50,0,27195,3021.7
12.07.2022-10-45-50,1,1296,144.0
12.07.2022-10-45-50,2,380,42.2
12.07.2022-10-45-50,3,2378,264.2
12.07.2022-10-45-50,4,27742,3082.4
12.07.2022-10-45-50,5,17941,1993.4
12.07.2022-10-46-44,0,18720,2080.0
12.07.2022-10-46-44,1,2349,261.0
12.07.2022-10-46-44,2,5328,592.0
13.04.2022-09-34-56,0,880,97.8
13.04.2022-09-34-56,1,544,60.4
13.04.2022-09-34-56,2,1035,115.0
13.04.2022-09-34-56,3,627,69.7
13.04.2022-09-35-52,0,2013,223.7
13.04.2022-09-35-52,1,420,46.7
13.04.2022-09-35-52,2,450,50.0
13.04.2022-09-36-37,0,361,40.1
13.04.2022-09-36-37,1,777,86.3
13.04.2022-09-36-37,2,1222,135.8
13.04.2022-09-38-10,0,8750,972.2
13.04.2022-09-38-10,1,360,40.0
13.04.2022-09-38-10,4,504,56.0
13.04.2022-09-38-10,5,666,74.0
13.04.2022-09-40-15,0,7350,816.7
13.04.2022-09-40-15,2,504,56.0
13.04.2022-09-40-15,5,560,62.2
13.04.2022-09-41-28,0,9282,1031.3
13.04.2022-09-41-28,1,702,78.0
13.04.2022-09-41-28,3,1128,125.3
13.04.2022-09-44-58,0,1612,179.1
13.04.2022-09-44-58,1,1674,186.0
13.04.2022-09-44-58,2,1892,210.2
13.04.2022-09-44-58,3,4662,518.0
13.04.2022-09-44-58,4,2850,316.7
13.04.2022-09-44-58,5,2430,270.0
13.04.2022-09-44-58,6,2925,325.0
13.04.2022-09-44-58,7,5656,628.4
13.04.2022-09-51-06,0,6552,728.0
13.04.2022-09-51-06,1,11645,1293.9
13.04.2022-09-51-06,2,10496,1166.2
13.04.2022-09-51-06,3,11088,1232.0
13.04.2022-09-51-06,4,9265,1029.4
13.04.2022-09-51-06,5,7372,819.1
13.04.2022-09-51-06,6,8910,990.0
13.04.2022-09-51-06,7,19482,2164.7
13.04.2022-09-51-06,8,851,94.6
13.04.2022-09-51-06,9,11880,1320.0
13.04.2022-09-52-08,0,4268,474.2
13.04.2022-09-52-08,1,902,100.2
13.04.2022-09-58-41,0,3906,434.0
13.04.2022-09-58-41,1,9360,1040.0
13.04.2022-09-59-21,0,4672,519.1
13.04.2022-09-59-21,1,3050,338.9
13.04.2022-10-00-44,0,1575,175.0
13.04.2022-10-00-44,1,1464,162.7
13.04.2022-10-03-20,0,21924,2436.0
13.04.2022-10-03-20,1,5270,585.6
13.04.2022-10-03-20,2,2091,232.3
13.04.2022-10-04-52,0,4526,502.9
13.04.2022-10-34-35,0,880,97.8
13.04.2022-10-34-35,1,500,55.6
13.04.2022-10-34-35,2,2624,291.6
13.04.2022-10-36-51,0,899,99.9
13.04.2022-10-36-51,1,1254,139.3
13.04.2022-10-36-51,2,8160,906.7
13.04.2022-10-38-07,0,2730,303.3
13.04.2022-10-38-07,1,1364,151.6
13.04.2022-10-40-21,0,1485,165.0
13.04.2022-10-40-21,1,595,66.1
13.04.2022-10-40-21,2,1836,204.0
13.04.2022-10-40-21,3,490,54.4
13.04.2022-10-42-31,0,4611,512.3
13.04.2022-10-42-31,1,9711,1079.0
13.04.2022-10-42-31,2,640,71.1
13.04.2022-10-45-12,1,756,84.0
13.04.2022-10-45-12,2,532,59.1
13.04.2022-10-45-12,3,414,46.0
13.04.2022-10-46-58,0,3770,418.9
13.04.2022-10-46-58,1,544,60.4
13.04.2022-10-46-58,2,580,64.4
13.04.2022-10-46-58,3,442,49.1
13.04.2022-10-46-58,5,8113,901.4
13.04.2022-10-47-47,0,448,49.8
13.04.2022-10-47-47,2,19530,2170.0
13.04.2022-10-51-15,0,5858,650.9
13.04.2022-10-51-15,1,1188,132.0
13.04.2022-10-52-46,0,1456,161.8
13.04.2022-10-52-46,1,598,66.4
13.04.2022-10-52-46,2,476,52.9
13.04.2022-10-52-46,3,4988,554.2
13.04.2022-10-52-46,4,551,61.2
13.04.2022-10-54-36,0,17640,1960.0
13.04.2022-10-54-36,1,42117,4679.7
13.04.2022-10-54-36,2,2278,253.1
13.04.2022-10-54-36,3,992,110.2
13.04.2022-11-06-02,0,27456,3050.7
13.04.2022-11-06-02,1,493,54.8
13.04.2022-11-06-02,2,364,40.4
13.04.2022-11-06-02,3,3745,416.1
13.04.2022-11-06-02,4,6490,721.1
13.04.2022-11-06-02,5,27676,3075.1
13.04.2022-11-06-02,6,28888,3209.8
13.04.2022-11-06-02,7,520,57.8
13.04.2022-11-16-24,0,5060,562.2
13.04.2022-11-16-24,1,7866,874.0
13.04.2022-11-16-24,2,3888,432.0
13.04.2022-11-16-24,3,1892,210.2
13.04.2022-11-16-24,4,5184,576.0
13.04.2022-11-16-24,5,5920,657.8
13.04.2022-11-16-24,6,11468,1274.2
13.04.2022-11-16-24,7,16650,1850.0
13.04.2022-13-26-19,0,5600,622.2
13.04.2022-13-26-19,1,4250,472.2
13.04.2022-13-26-19,2,2847,316.3
13.04.2022-13-26-19,3,836,92.9
13.04.2022-13-26-19,4,2601,289.0
13.04.2022-13-26-19,5,1113,123.7
13.04.2022-13-26-19,6,11323,1258.1
13.04.2022-13-33-07,0,20066,2229.6
13.04.2022-13-33-07,1,24192,2688.0
13.04.2022-13-33-07,2,16965,1885.0
13.04.2022-13-33-07,3,7650,850.0
13.04.2022-13-33-07,4,3885,431.7
13.04.2022-13-33-07,5,7670,852.2
13.04.2022-13-34-49,0,4278,475.3
13.04.2022-13-34-49,1,8400,933.3
13.04.2022-13-34-49,2,4366,485.1
13.04.2022-13-34-49,3,2166,240.7
13.04.2022-13-34-49,4,2016,224.0
13.04.2022-13-34-49,5,3933,437.0
13.04.2022-13-34-49,6,7003,778.1
13.04.2022-13-34-49,7,390,43.3
13.04.2022-13-34-49,8,896,99.6
13.04.2022-13-34-49,10,4176,464.0
13.04.2022-13-37-52,1,4410,490.0
13.04.2022-13-37-52,2,2508,278.7
13.04.2022-13-37-52,3,2255,250.6
13.04.2022-13-37-52,4,7735,859.4
13.04.2022-13-37-52,5,4949,549.9
13.04.2022-13-37-52,6,3060,340.0
13.04.2022-13-37-52,7,5332,592.4
13.04.2022-13-37-52,8,784,87.1
13.04.2022-13-37-52,9,3871,430.1
13.04.2022-13-37-52,10,11315,1257.2
13.04.2022-13-37-52,11,12903,1433.7
13.04.2022-13-37-52,12,2044,227.1
13.04.2022-13-37-52,13,3915,435.0
13.04.2022-13-37-52,15,1664,184.9
13.04.2022-13-48-33,0,4576,508.4
13.04.2022-13-48-33,1,2208,245.3
13.04.2022-13-48-33,2,880,97.8
13.04.2022-13-48-33,3,2236,248.4
13.04.2022-13-48-33,4,3393,377.0
13.04.2022-13-48-33,5,2336,259.6
13.04.2022-13-48-33,6,3996,444.0
13.04.2022-13-48-33,7,2117,235.2
13.04.2022-13-48-33,8,650,72.2
13.04.2022-13-48-33,9,2016,224.0
13.04.2022-13-48-33,10,1443,160.3
13.04.2022-13-48-33,11,406,45.1
13.04.2022-13-56-20,0,9261,1029.0
13.04.2022-13-56-20,1,9660,1073.3
13.04.2022-13-56-20,2,8256,917.3
13.04.2022-13-56-20,3,3745,416.1
13.04.2022-13-56-20,4,2112,234.7
13.04.2022-13-56-20,5,3854,428.2
13.04.2022-13-56-20,6,4284,476.0
13.04.2022-13-56-20,7,10350,1150.0
13.04.2022-13-56-20,8,2058,228.7
13.04.2022-13-56-20,9,2907,323.0
13.04.2022-13-56-20,10,7956,884.0
13.04.2022-14-14-36,0,23460,2606.7
13.04.2022-14-14-36,1,2660,295.6
13.04.2022-14-14-36,2,15808,1756.4
13.04.2022-14-15-29,1,4140,460.0
13.04.2022-14-23-25,0,928,103.1
13.04.2022-14-23-25,2,1904,211.6
13.04.2022-14-23-25,3,13395,1488.3
13.04.2022-14-27-23,0,1656,184.0
13.04.2022-14-28-11,0,572,63.6
13.04.2022-14-31-51,0,714,79.3
13.04.2022-14-31-51,1,1540,171.1
13.04.2022-14-33-35,0,5561,617.9
13.04.2022-14-33-48,0,1598,177.6
13.04.2022-14-34-07,0,480,53.3
13.04.2022-14-35-42,0,2156,239.6
13.04.2022-14-35-42,1,868,96.4
13.04.2022-14-37-09,0,11385,1265.0
13.04.2022-14-37-09,1,5125,569.4
13.04.2022-14-39-41,0,2813,312.6
13.04.2022-14-40-24,0,748,83.1
13.04.2022-14-43-09,0,15132,1681.3
13.04.2022-14-44-28,0,18810,2090.0
13.04.2022-14-45-10,0,3784,420.4
13.04.2022-14-46-50,0,768,85.3
13.04.2022-14-46-50,1,2244,249.3
13.04.2022-14-46-50,3,4784,531.6
13.04.2022-14-50-31,0,4968,552.0
13.04.2022-14-50-31,1,4312,479.1
13.04.2022-14-50-31,2,792,88.0
13.04.2022-14-50-31,3,600,66.7
13.04.2022-14-50-31,4,675,75.0
13.04.2022-14-50-31,5,2993,332.6
13.04.2022-14-50-31,6,5655,628.3
13.04.2022-14-50-31,7,2091,232.3
13.04.2022-14-57-07,0,9845,1093.9
13.04.2022-14-58-22,0,3280,364.4
13.04.2022-15-02-55,0,399,44.3
13.04.2022-15-02-55,1,1728,192.0
13.04.2022-15-06-09,0,2142,238.0
13.04.2022-15-06-09,1,9945,1105.0
13.04.2022-15-07-51,0,1196,132.9
13.04.2022-15-23-22,0,6549,727.7
13.04.2022-15-25-17,0,629,69.9
13.04.2022-15-25-17,1,476,52.9
13.04.2022-15-25-17,2,551,61.2
13.04.2022-15-25-17,3,450,50.0
13.04.2022-15-25-17,4,1380,153.3
13.04.2022-15-26-27,0,9028,1003.1
13.04.2022-15-26-27,1,5782,642.4
13.04.2022-15-26-27,2,2528,280.9
13.04.2022-15-30-12,0,5152,572.4
13.04.2022-15-32-47,0,3510,390.0
13.04.2022-15-33-49,0,5100,566.7
13.04.2022-15-33-49,1,1080,120.0
13.04.2022-15-34-37,1,1110,123.3
13.04.2022-15-36-56,0,2214,246.0
13.04.2022-15-36-56,1,1650,183.3
13.04.2022-15-36-56,2,720,80.0
13.04.2022-15-39-57,0,4407,489.7
13.04.2022-15-39-57,1,2943,327.0
13.04.2022-15-39-57,2,9680,1075.6
13.04.2022-15-44-27,0,2790,310.0
13.04.2022-15-44-27,1,3689,409.9
13.04.2022-15-44-27,2,7955,883.9
13.04.2022-15-56-30,0,2183,242.6
13.04.2022-15-56-30,1,15111,1679.0
13.04.2022-15-56-30,2,1100,122.2
13.04.2022-15-59-21,0,777,86.3
13.04.2022-15-59-21,1,2440,271.1
13.04.2022-15-59-21,2,3534,392.7
13.04.2022-15-59-21,3,600,66.7
13.04.2022-16-04-13,0,5074,563.8
13.04.2022-16-04-13,1,1344,149.3
13.04.2022-16-04-13,2,4096,455.1
13.04.2022-16-04-44,0,9243,1027.0
13.04.2022-16-04-44,1,1075,119.4
13.04.2022-16-04-44,2,5632,625.8
13.04.2022-16-05-44,0,1475,163.9
13.04.2022-16-05-44,1,5673,630.3
13.04.2022-16-07-51,0,6408,712.0
13.04.2022-16-07-51,1,1242,138.0
13.04.2022-16-07-51,2,11220,1246.7
13.07.2022-13-35-06,0,31719,3524.3
13.07.2022-13-35-35,0,22320,2480.0
13.07.2022-13-35-35,1,13176,1464.0
13.07.2022-13-36-26,0,5922,658.0
13.07.2022-13-36-26,1,3424,380.4
13.07.2022-13-36-50,0,1836,204.0
13.07.2022-13-36-50,1,1037,115.2
13.07.2022-13-37-25,0,720,80.0
13.07.2022-13-37-25,1,408,45.3
13.07.2022-13-37-25,2,750,83.3
13.07.2022-13-40-30,0,29216,3246.2
13.07.2022-13-41-24,0,13080,1453.3
13.07.2022-13-41-24,1,19404,2156.0
13.07.2022-13-48-35,0,33744,3749.3
13.07.2022-13-48-35,1,4407,489.7
13.07.2022-13-49-16,0,13213,1468.1
13.07.2022-13-49-16,1,1896,210.7
13.07.2022-13-51-21,0,32895,3655.0
13.07.2022-13-51-21,1,1188,132.0
13.07.2022-13-51-52,0,16815,1868.3
13.07.2022-13-51-52,1,1768,196.4
13.07.2022-13-52-36,0,9928,1103.1
13.07.2022-13-52-36,1,2975,330.6
13.07.2022-13-53-24,0,6206,689.6
13.07.2022-13-53-53,0,4508,500.9
13.07.2022-13-55-43,0,1716,190.7
13.07.2022-13-56-36,0,864,96.0
13.07.2022-13-59-21,0,3952,439.1
13.07.2022-13-59-21,1,1080,120.0
13.07.2022-13-59-21,2,672,74.7
13.07.2022-14-00-18,0,13206,1467.3
13.07.2022-14-00-18,1,3850,427.8
13.07.2022-14-00-18,2,494,54.9
13.07.2022-14-00-18,4,672,74.7
13.07.2022-14-00-53,0,10332,1148.0
13.07.2022-14-00-53,1,4212,468.0
13.07.2022-14-00-53,2,440,48.9
13.07.2022-14-00-53,3,420,46.7
13.07.2022-14-01-23,0,4680,520.0
13.07.2022-14-01-23,1,4864,540.4
13.07.2022-14-01-23,2,663,73.7
13.07.2022-14-01-41,0,10780,1197.8
14.04.2022-08-38-47,0,1044,116.0
14.04.2022-08-38-47,1,2736,304.0
14.04.2022-08-38-47,2,1196,132.9
14.04.2022-08-38-47,3,882,98.0
14.04.2022-08-38-47,4,720,80.0
14.04.2022-08-38-47,5,798,88.7
14.04.2022-08-38-47,6,4796,532.9
14.04.2022-08-39-58,0,14329,1592.1
14.04.2022-08-39-58,1,4185,465.0
14.04.2022-08-40-35,0,6853,761.4
14.04.2022-08-41-53,0,1080,120.0
14.04.2022-08-41-53,1,1258,139.8
14.04.2022-08-41-53,2,858,95.3
14.04.2022-08-41-53,3,924,102.7
14.04.2022-08-41-53,4,1173,130.3
14.04.2022-08-41-53,5,19314,2146.0
14.04.2022-08-42-45,0,6519,724.3
14.04.2022-08-46-34,0,496,55.1
14.04.2022-08-46-34,2,2016,224.0
14.04.2022-08-56-14,0,351,39.0
14.04.2022-08-56-14,1,4650,516.7
14.04.2022-08-56-14,2,2460,273.3
14.04.2022-08-56-14,3,7869,874.3
14.04.2022-08-56-14,4,10143,1127.0
14.04.2022-08-56-14,5,408,45.3
14.04.2022-08-56-14,6,481,53.4
14.04.2022-09-00-35,0,34008,3778.7
14.04.2022-09-03-45,0,616,68.4
14.04.2022-09-03-45,1,2400,266.7
14.04.2022-09-03-45,2,625,69.4
14.04.2022-09-06-52,0,420,46.7
14.04.2022-09-06-52,1,403,44.8
14.04.2022-09-06-52,3,675,75.0
14.04.2022-09-06-52,4,924,102.7
14.04.2022-09-06-52,5,3304,367.1
14.04.2022-09-11-45,0,2106,234.0
14.04.2022-09-11-45,1,1278,142.0
14.04.2022-09-50-01,0,10530,1170.0
14.04.2022-09-50-01,1,3441,382.3
14.04.2022-09-52-55,0,816,90.7
14.04.2022-09-52-55,1,1196,132.9
14.04.2022-09-52-55,2,1015,112.8
14.04.2022-10-06-58,0,11825,1313.9
14.04.2022-10-06-58,1,2820,313.3
14.04.2022-10-06-58,2,2240,248.9
14.04.2022-10-06-58,3,21584,2398.2
14.04.2022-10-15-46,0,26605,2956.1
14.04.2022-10-15-46,1,16254,1806.0
14.04.2022-10-16-57,0,2975,330.6
14.04.2022-10-16-57,1,5963,662.6
14.04.2022-10-16-57,2,4350,483.3
14.04.2022-10-16-57,3,9338,1037.6
14.04.2022-10-16-57,4,3328,369.8
14.04.2022-10-18-10,0,945,105.0
14.04.2022-10-18-10,1,408,45.3
14.04.2022-10-18-56,0,17388,1932.0
14.04.2022-10-18-56,1,360,40.0
14.04.2022-10-21-56,0,4998,555.3
14.04.2022-10-25-38,0,693,77.0
14.04.2022-10-25-38,1,1054,117.1
14.04.2022-10-25-38,2,1156,128.4
14.04.2022-10-25-38,3,870,96.7
14.04.2022-10-25-38,4,1116,124.0
14.04.2022-10-25-38,5,1209,134.3
14.04.2022-10-25-38,6,999,111.0
14.04.2022-10-25-38,7,960,106.7
14.04.2022-10-25-38,8,1400,155.6
14.04.2022-10-25-38,9,1406,156.2
14.04.2022-10-25-38,10,1683,187.0
14.04.2022-10-25-38,11,576,64.0
14.04.2022-10-25-38,12,392,43.6
14.04.2022-10-27-06,0,2303,255.9
14.04.2022-10-27-06,1,1088,120.9
14.04.2022-10-27-06,2,1560,173.3
14.04.2022-10-27-06,3,1085,120.6
14.04.2022-10-27-06,4,1716,190.7
14.04.2022-10-27-06,5,1122,124.7
14.04.2022-10-27-06,6,992,110.2
14.04.2022-10-27-06,7,1089,121.0
14.04.2022-10-27-06,8,1320,146.7
14.04.2022-10-27-06,9,1120,124.4
14.04.2022-10-27-06,10,513,57.0
14.04.2022-10-27-06,11,576,64.0
14.04.2022-10-43-37,0,5652,628.0
14.04.2022-10-43-37,1,3660,406.7
14.04.2022-10-43-37,2,682,75.8
14.04.2022-10-43-37,3,1908,212.0
14.04.2022-10-43-37,4,754,83.8
14.04.2022-10-43-37,5,2145,238.3
14.04.2022-10-43-37,6,1625,180.6
14.04.2022-10-43-37,7,2739,304.3
14.04.2022-10-43-37,8,1798,199.8
14.04.2022-10-43-37,9,3888,432.0
14.04.2022-10-57-44,0,1300,144.4
14.04.2022-10-57-44,1,3200,355.6
14.04.2022-10-57-44,2,1769,196.6
14.04.2022-10-57-44,3,551,61.2
14.04.2022-10-57-44,4,1612,179.1
14.04.2022-10-57-44,5,667,74.1
14.04.2022-10-57-44,6,1953,217.0
14.04.2022-10-57-44,7,3072,341.3
14.04.2022-10-57-44,8,440,48.9
14.04.2022-10-57-44,9,1376,152.9
14.04.2022-10-57-44,10,2356,261.8
14.04.2022-10-57-44,11,1140,126.7
14.04.2022-10-57-44,13,567,63.0
14.04.2022-10-57-44,14,1716,190.7
14.04.2022-10-57-44,15,22050,2450.0
14.04.2022-10-57-44,16,1452,161.3
14.04.2022-11-15-42,0,1992,221.3
14.04.2022-11-15-42,1,3240,360.0
14.04.2022-11-15-42,2,8690,965.6
14.04.2022-11-20-38,0,2210,245.6
14.04.2022-11-20-38,1,1530,170.0
14.04.2022-11-20-38,2,1624,180.4
14.04.2022-11-20-38,3,2604,289.3
14.04.2022-11-20-38,4,441,49.0
14.04.2022-11-20-38,5,1320,146.7
14.04.2022-11-20-38,6,1863,207.0
14.04.2022-11-20-38,7,1204,133.8
14.04.2022-11-20-38,8,783,87.0
14.04.2022-11-20-38,9,1392,154.7
14.04.2022-11-20-38,10,936,104.0
14.04.2022-11-20-38,11,837,93.0
14.04.2022-11-20-38,12,624,69.3
14.04.2022-11-20-38,13,6975,775.0
14.04.2022-11-20-38,14,2997,333.0
14.04.2022-11-20-38,15,2343,260.3
14.04.2022-13-14-04,0,3525,391.7
14.04.2022-13-14-04,1,375,41.7
14.04.2022-13-14-04,2,765,85.0
14.04.2022-13-14-04,3,792,88.0
14.04.2022-13-23-51,0,840,93.3
14.04.2022-13-23-51,1,416,46.2
14.04.2022-13-23-51,4,403,44.8
14.04.2022-13-25-45,0,10374,1152.7
14.04.2022-13-26-43,0,11440,1271.1
14.04.2022-13-26-43,1,1078,119.8
14.04.2022-13-26-43,2,650,72.2
14.04.2022-13-32-10,0,2720,302.2
14.04.2022-13-32-10,1,3525,391.7
14.04.2022-13-32-10,2,38595,4288.3
14.04.2022-13-32-10,3,32500,3611.1
14.04.2022-13-32-10,4,20150,2238.9
14.04.2022-13-32-10,5,12408,1378.7
14.04.2022-13-32-10,6,1400,155.6
14.04.2022-13-32-10,7,713,79.2
14.04.2022-13-32-10,8,494,54.9
14.04.2022-13-32-10,9,448,49.8
14.04.2022-13-32-10,10,720,80.0
14.04.2022-13-32-10,11,370,41.1
14.04.2022-13-32-10,12,1000,111.1
14.04.2022-13-32-10,17,468,52.0
14.04.2022-13-32-10,19,429,47.7
14.04.2022-13-32-10,21,432,48.0
14.04.2022-13-35-09,0,1536,170.7
14.04.2022-13-35-24,0,1134,126.0
14.04.2022-13-35-52,0,41344,4593.8
14.04.2022-13-41-38,0,621,69.0
14.04.2022-13-41-38,1,1541,171.2
14.04.2022-13-41-38,2,750,83.3
14.04.2022-13-41-38,3,10758,1195.3
14.04.2022-13-41-38,4,7906,878.4
14.04.2022-13-41-38,5,16800,1866.7
14.04.2022-13-44-08,0,3045,338.3
14.04.2022-13-44-08,1,1848,205.3
14.04.2022-13-44-08,2,9310,1034.4
14.04.2022-13-44-08,3,912,101.3
14.04.2022-13-52-04,0,1392,154.7
14.04.2022-13-52-04,3,966,107.3
14.04.2022-13-53-40,0,7812,868.0
14.04.2022-13-53-40,2,2356,261.8
14.04.2022-13-53-40,3,6006,667.3
14.04.2022-14-02-20,0,465,51.7
14.04.2022-14-02-20,1,24738,2748.7
14.04.2022-14-02-20,2,1008,112.0
14.04.2022-14-02-20,3,1360,151.1
14.04.2022-14-02-20,4,24295,2699.4
14.04.2022-14-02-20,5,9734,1081.6
14.04.2022-14-03-05,0,2772,308.0
14.04.2022-15-17-22,0,9702,1078.0
14.04.2022-15-17-22,1,2800,311.1
14.04.2022-15-17-22,2,1435,159.4
14.04.2022-15-17-22,3,10716,1190.7
14.04.2022-15-17-22,4,10080,1120.0
14.04.2022-15-17-22,5,4029,447.7
14.04.2022-15-17-22,6,9672,1074.7
14.04.2022-15-17-22,7,6642,738.0
14.04.2022-15-17-22,8,351,39.0
14.04.2022-15-19-35,0,19339,2148.8
14.04.2022-15-19-35,1,34335,3815.0
14.04.2022-15-19-35,2,616,68.4
14.04.2022-15-19-35,3,1419,157.7
14.04.2022-15-19-35,4,7650,850.0
14.04.2022-15-19-35,5,13152,1461.3
14.04.2022-15-19-35,6,3034,337.1
14.04.2022-15-19-35,7,10660,1184.4
14.04.2022-15-19-35,8,10148,1127.6
14.04.2022-15-31-58,0,1638,182.0
14.04.2022-15-31-58,1,2442,271.3
14.04.2022-15-31-58,2,1449,161.0
14.04.2022-15-32-20,0,3434,381.6
14.04.2022-15-32-52,0,7636,848.4
14.04.2022-15-33-46,0,38430,4270.0
14.04.2022-15-33-59,0,37905,4211.7
14.04.2022-15-35-12,0,2178,242.0
14.04.2022-15-35-31,0,4410,490.0
14.04.2022-15-36-16,0,7224,802.7
14.04.2022-15-36-38,0,23478,2608.7
14.04.2022-15-40-40,0,3013,334.8
14.04.2022-15-40-40,1,2775,308.3
14.04.2022-15-41-09,0,5332,592.4
14.04.2022-15-41-09,1,5200,577.8
14.04.2022-15-41-36,0,5544,616.0
14.04.2022-15-41-36,1,6545,727.2
14.04.2022-15-42-28,0,12388,1376.4
14.04.2022-15-42-28,1,7458,828.7
14.04.2022-15-43-09,0,28884,3209.3
14.04.2022-15-43-44,0,23499,2611.0
14.04.2022-15-47-21,0,33449,3716.6
14.04.2022-15-52-28,0,4770,530.0
14.04.2022-15-52-28,1,2835,315.0
14.04.2022-15-52-28,2,1628,180.9
14.04.2022-15-52-28,3,779,86.6
14.04.2022-15-57-06,0,6272,696.9
14.04.2022-15-57-06,1,8299,922.1
14.04.2022-15-57-06,2,13668,1518.7
14.04.2022-15-57-06,3,2925,325.0
18.04.2022-09-37-33,0,624,69.3
18.04.2022-09-37-33,1,462,51.3
18.04.2022-09-37-33,3,6557,728.6
18.04.2022-09-45-29,0,1160,128.9
18.04.2022-09-45-29,1,1216,135.1
18.04.2022-09-45-29,2,1491,165.7
18.04.2022-09-45-29,3,954,106.0
18.04.2022-09-45-29,4,2204,244.9
18.04.2022-09-49-55,0,900,100.0
18.04.2022-09-49-55,1,4104,456.0
18.04.2022-09-49-55,2,29747,3305.2
18.04.2022-09-49-55,4,17252,1916.9
18.04.2022-09-49-55,5,9243,1027.0
18.04.2022-10-18-25,0,864,96.0
